# Wavelength, R, G, B, G2, R_err, G_err, B_err, G2_err
6.440000000000000000e+02,3.355857281419383220e-01,6.112055067628453797e-02,1.925494299266849313e-02,5.857130849426775421e-02,4.435118273126214400e-03,2.689373228207986907e-03,1.242481008235358066e-03,2.693105346385665701e-03
6.460000000000000000e+02,3.182757182738658042e-01,5.751765596880518971e-02,1.928898584563254123e-02,5.512275692836342278e-02,4.352713252021895782e-03,2.586632035541553808e-03,1.237409394324747412e-03,2.578654756485018393e-03
6.480000000000000000e+02,3.052744309528752087e-01,5.484342266286374584e-02,1.951846179957545530e-02,5.265611173278479662e-02,4.292870346545819664e-03,2.497017878189928142e-03,1.242157232877227294e-03,2.506987273579625985e-03
6.500000000000000000e+02,2.954076250705355289e-01,5.292863408631366673e-02,1.984765384789384524e-02,5.071138163783129454e-02,4.191103037126495297e-03,2.473855839344973797e-03,1.231928333949184034e-03,2.447870963822379974e-03
6.520000000000000000e+02,2.872382013624213415e-01,5.155999115573393216e-02,2.037424871630492615e-02,4.903203943054385006e-02,5.255238077066117994e-03,3.112731681432419264e-03,1.526824753117590186e-03,3.137537724167777098e-03
6.540000000000000000e+02,2.786731162080637314e-01,5.019906250588682811e-02,2.093012277069841373e-02,4.735707194864254704e-02,5.143857435725730613e-03,3.060179835741649607e-03,1.520161615036058449e-03,3.081318021637175983e-03
6.560000000000000000e+02,2.674304306455588809e-01,4.848087994367288045e-02,2.123855106944727220e-02,4.553997727864629586e-02,5.015743750412206790e-03,2.976743536620749149e-03,1.552527042235708364e-03,3.011981880769895332e-03
6.580000000000000000e+02,2.534708102913503791e-01,4.657618232418088422e-02,2.132317703615796076e-02,4.382070410782598624e-02,4.819721578613471273e-03,2.840795261389039011e-03,1.556069492831567425e-03,2.903314967634600639e-03
6.600000000000000000e+02,2.380252856876547973e-01,4.486056483393555810e-02,2.122532465087008380e-02,4.233508333048263683e-02,4.745907401092623254e-03,2.779111277852143545e-03,1.563504157452236211e-03,2.817262660277985997e-03
6.620000000000000000e+02,2.242372354818316371e-01,4.373198308064251555e-02,2.114957555215222010e-02,4.146949816464321620e-02,4.529506876494149813e-03,2.721774511490619112e-03,1.570049305219806037e-03,2.754029691767317326e-03
6.640000000000000000e+02,2.104500341010965836e-01,4.284002762723564811e-02,2.101636021693169959e-02,4.062198574453436406e-02,4.378232316294854154e-03,2.635649736531710946e-03,1.568648944467184109e-03,2.702997930370712714e-03
6.660000000000000000e+02,1.995040587248496922e-01,4.243612698901637337e-02,2.095569875441328014e-02,4.012089815670922405e-02,4.215507821157237975e-03,2.653160250533857008e-03,1.565614196516291199e-03,2.640682991968131433e-03
6.680000000000000000e+02,1.888489120091414175e-01,4.204755347170910373e-02,2.065482512425363681e-02,3.938379824429390219e-02,4.059368914214354224e-03,2.565422094034330164e-03,1.560502821672965197e-03,2.578106418282567151e-03
6.700000000000000000e+02,1.815669631342446411e-01,4.219814459535824180e-02,2.056717281807456110e-02,3.944668795578007425e-02,3.935539397488614123e-03,2.572917861073433562e-03,1.547862207445029363e-03,2.566725427199566256e-03
6.720000000000000000e+02,1.711024403166014618e-01,4.178302399703458930e-02,2.004824009368830900e-02,3.902340536937573545e-02,3.826999634814599958e-03,2.504129892239965408e-03,1.573161800651532707e-03,2.512926948753857557e-03
6.740000000000000000e+02,1.604443126556867327e-01,4.138540558298043487e-02,1.961828974970622474e-02,3.884742323004707065e-02,3.684993459049832557e-03,2.483813197626551922e-03,1.559414814495163008e-03,2.479739288314902670e-03
6.760000000000000000e+02,1.467095690009860565e-01,4.028687738909743354e-02,1.886425901480309406e-02,3.790490397894597657e-02,3.573648907963940160e-03,2.407203402219447973e-03,1.539179431040608266e-03,2.415191271868949788e-03
6.780000000000000000e+02,1.289410120152856554e-01,3.800469897532975788e-02,1.749167866923980255e-02,3.576632023410277611e-02,3.362092641729574113e-03,2.341498666080105151e-03,1.538308110064672820e-03,2.291730892133240181e-03
6.800000000000000000e+02,1.054628771344385679e-01,3.311982065200635983e-02,1.486240545104621467e-02,3.119611447298711523e-02,3.012322744768471724e-03,2.196682248029112588e-03,1.489537174633478447e-03,2.132870081360042219e-03
6.820000000000000000e+02,8.043910223268749271e-02,2.653900847191626236e-02,1.159693529651937074e-02,2.506735373076222559e-02,2.598144318160966904e-03,1.943289077775442941e-03,1.385913136669300345e-03,1.850006534273548973e-03
6.840000000000000000e+02,5.634822917983706853e-02,1.964632344222354970e-02,8.217685788123471613e-03,1.855336479577212802e-02,2.220210793356643640e-03,1.619599983643285092e-03,1.256177636746579973e-03,1.571168541177901711e-03
6.860000000000000000e+02,3.788146538705586264e-02,1.370138340936086219e-02,5.602893499060655064e-03,1.287024264190188630e-02,1.814027349812883261e-03,1.526605166289157246e-03,1.142921493505988546e-03,1.468185841523272613e-03
6.880000000000000000e+02,2.400876687282192667e-02,8.875011894266105969e-03,3.665676366175085136e-03,8.295534530738734452e-03,1.580141187387817904e-03,1.351493444306677222e-03,1.065106570847487027e-03,1.311423391628179684e-03
6.900000000000000000e+02,1.545584574097823294e-02,5.713247746687276536e-03,2.407325421013932140e-03,5.357497295556402396e-03,1.398157175350874144e-03,1.153894861284927419e-03,1.024902831131999223e-03,1.110344284571561932e-03
6.920000000000000000e+02,9.816892432526910794e-03,3.828119520960834420e-03,1.668017299015948657e-03,3.596449615339007439e-03,1.303242676735759257e-03,1.009176809559702778e-03,1.008508959537750228e-03,9.807885190900103578e-04
6.940000000000000000e+02,6.290209105364302083e-03,2.688364588553971563e-03,1.162335429350261308e-03,2.526231067261038195e-03,1.146410887503290961e-03,9.565017941899300836e-04,1.028741033804131703e-03,9.261859569829086584e-04
6.960000000000000000e+02,4.190069364908152565e-03,1.935613731439879675e-03,8.516538765169027461e-04,1.821629018824512435e-03,1.018661818506175513e-03,9.248981325151753264e-04,1.049632979892655511e-03,9.105141498259713626e-04
6.980000000000000000e+02,2.926852621732119533e-03,1.425202386630200274e-03,6.483322879560010025e-04,1.356509797834447697e-03,9.473232372986769342e-04,9.196346257254282971e-04,1.067025048984001408e-03,9.077963075070821829e-04
7.000000000000000000e+02,2.135847913408866518e-03,1.093317154167339602e-03,4.858115695430063451e-04,1.022593673932518325e-03,9.144768340744877577e-04,9.199919220722344243e-04,1.056567636759918674e-03,8.999943783819232225e-04
